YEAR,Gebietseinheit,Kategorie,Value,GeoCode
2017,Leer,6_Zimmer,15404,K03457
2018,Leer,6_Zimmer,15515,K03457
2019,Leer,6_Zimmer,15610,K03457
2011,Oldenburg,6_Zimmer,10087,K03458
2012,Oldenburg,6_Zimmer,10127,K03458
2013,Oldenburg,6_Zimmer,10180,K03458
2014,Oldenburg,6_Zimmer,10225,K03458
2015,Oldenburg,6_Zimmer,10324,K03458
2016,Oldenburg,6_Zimmer,10398,K03458
2017,Oldenburg,6_Zimmer,10455,K03458
2018,Oldenburg,6_Zimmer,10538,K03458
2019,Oldenburg,6_Zimmer,10620,K03458
2011,Osnabrück,6_Zimmer,23645,K03459
2012,Osnabrück,6_Zimmer,23855,K03459
2013,Osnabrück,6_Zimmer,24012,K03459
2014,Osnabrück,6_Zimmer,24243,K03459
2015,Osnabrück,6_Zimmer,24492,K03459
2016,Osnabrück,6_Zimmer,24706,K03459
2017,Osnabrück,6_Zimmer,24907,K03459
2018,Osnabrück,6_Zimmer,25098,K03459
2019,Osnabrück,6_Zimmer,25321,K03459
2011,Vechta,6_Zimmer,8993,K03460
2012,Vechta,6_Zimmer,9141,K03460
2013,Vechta,6_Zimmer,9285,K03460
2014,Vechta,6_Zimmer,9432,K03460
2015,Vechta,6_Zimmer,9527,K03460
2016,Vechta,6_Zimmer,9688,K03460
2017,Vechta,6_Zimmer,9840,K03460
2018,Vechta,6_Zimmer,10006,K03460
2019,Vechta,6_Zimmer,10136,K03460
2011,Wesermarsch,6_Zimmer,7473,K03461
2012,Wesermarsch,6_Zimmer,7499,K03461
2013,Wesermarsch,6_Zimmer,7512,K03461
2014,Wesermarsch,6_Zimmer,7529,K03461
2015,Wesermarsch,6_Zimmer,7544,K03461
2016,Wesermarsch,6_Zimmer,7574,K03461
2017,Wesermarsch,6_Zimmer,7616,K03461
2018,Wesermarsch,6_Zimmer,7649,K03461
2019,Wesermarsch,6_Zimmer,7687,K03461
2011,Wittmund,6_Zimmer,4988,K03462
2012,Wittmund,6_Zimmer,5009,K03462
2013,Wittmund,6_Zimmer,5036,K03462
2014,Wittmund,6_Zimmer,5083,K03462
2015,Wittmund,6_Zimmer,5116,K03462
2016,Wittmund,6_Zimmer,5183,K03462
2017,Wittmund,6_Zimmer,5241,K03462
2018,Wittmund,6_Zimmer,5275,K03462
2019,Wittmund,6_Zimmer,5333,K03462
2011,Niedersachsen,7-und_mehr_Zimmer,698043,K030
2012,Niedersachsen,7-und_mehr_Zimmer,702259,K030
2013,Niedersachsen,7-und_mehr_Zimmer,706642,K030
2014,Niedersachsen,7-und_mehr_Zimmer,711207,K030
2015,Niedersachsen,7-und_mehr_Zimmer,715574,K030
2016,Niedersachsen,7-und_mehr_Zimmer,720350,K030
2017,Niedersachsen,7-und_mehr_Zimmer,724550,K030
2018,Niedersachsen,7-und_mehr_Zimmer,728570,K030
2019,Niedersachsen,7-und_mehr_Zimmer,732723,K030
2011,Braunschweig,7-und_mehr_Zimmer,123663,K031
2012,Braunschweig,7-und_mehr_Zimmer,124226,K031
2013,Braunschweig,7-und_mehr_Zimmer,124755,K031
2014,Braunschweig,7-und_mehr_Zimmer,125259,K031
2015,Braunschweig,7-und_mehr_Zimmer,125756,K031
2016,Braunschweig,7-und_mehr_Zimmer,126457,K031
2017,Braunschweig,7-und_mehr_Zimmer,127055,K031
2018,Braunschweig,7-und_mehr_Zimmer,127559,K031
2019,Braunschweig,7-und_mehr_Zimmer,128122,K031
2011,Braunschweig Stadt,7-und_mehr_Zimmer,9269,K03101
2012,Braunschweig Stadt,7-und_mehr_Zimmer,9356,K03101
2013,Braunschweig Stadt,7-und_mehr_Zimmer,9416,K03101
2014,Braunschweig Stadt,7-und_mehr_Zimmer,9456,K03101
2015,Braunschweig Stadt,7-und_mehr_Zimmer,9515,K03101
2016,Braunschweig Stadt,7-und_mehr_Zimmer,9605,K03101
2017,Braunschweig Stadt,7-und_mehr_Zimmer,9633,K03101
2018,Braunschweig Stadt,7-und_mehr_Zimmer,9661,K03101
2019,Braunschweig Stadt,7-und_mehr_Zimmer,9699,K03101
2011,Salzgitter.Stadt,7-und_mehr_Zimmer,4921,K03102
2012,Salzgitter.Stadt,7-und_mehr_Zimmer,4936,K03102
2013,Salzgitter.Stadt,7-und_mehr_Zimmer,4950,K03102
2014,Salzgitter.Stadt,7-und_mehr_Zimmer,4959,K03102
2015,Salzgitter.Stadt,7-und_mehr_Zimmer,4974,K03102
2016,Salzgitter.Stadt,7-und_mehr_Zimmer,4991,K03102
2017,Salzgitter.Stadt,7-und_mehr_Zimmer,5017,K03102
2018,Salzgitter.Stadt,7-und_mehr_Zimmer,5028,K03102
2019,Salzgitter.Stadt,7-und_mehr_Zimmer,5042,K03102
2011,Wolfsburg.Stadt,7-und_mehr_Zimmer,6417,K03103
2012,Wolfsburg.Stadt,7-und_mehr_Zimmer,6473,K03103
2013,Wolfsburg.Stadt,7-und_mehr_Zimmer,6511,K03103
2014,Wolfsburg.Stadt,7-und_mehr_Zimmer,6549,K03103
2015,Wolfsburg.Stadt,7-und_mehr_Zimmer,6584,K03103
2016,Wolfsburg.Stadt,7-und_mehr_Zimmer,6661,K03103
2017,Wolfsburg.Stadt,7-und_mehr_Zimmer,6719,K03103
2018,Wolfsburg.Stadt,7-und_mehr_Zimmer,6744,K03103
2019,Wolfsburg.Stadt,7-und_mehr_Zimmer,6763,K03103
2011,Gifhorn,7-und_mehr_Zimmer,18365,K03151
2012,Gifhorn,7-und_mehr_Zimmer,18468,K03151
2013,Gifhorn,7-und_mehr_Zimmer,18587,K03151
2014,Gifhorn,7-und_mehr_Zimmer,18712,K03151
2015,Gifhorn,7-und_mehr_Zimmer,18816,K03151
2016,Gifhorn,7-und_mehr_Zimmer,18939,K03151
2017,Gifhorn,7-und_mehr_Zimmer,19086,K03151
2018,Gifhorn,7-und_mehr_Zimmer,19202,K03151
2019,Gifhorn,7-und_mehr_Zimmer,19327,K03151
2011,Goslar,7-und_mehr_Zimmer,11037,K03153
2012,Goslar,7-und_mehr_Zimmer,11052,K03153
2013,Goslar,7-und_mehr_Zimmer,11072,K03153
2014,Goslar,7-und_mehr_Zimmer,11094,K03153
2015,Goslar,7-und_mehr_Zimmer,11109,K03153
2016,Goslar,7-und_mehr_Zimmer,11138,K03153
2017,Goslar,7-und_mehr_Zimmer,11162,K03153
2018,Goslar,7-und_mehr_Zimmer,11173,K03153
2019,Goslar,7-und_mehr_Zimmer,11202,K03153
2011,Helmstedt,7-und_mehr_Zimmer,8187,K03154
2012,Helmstedt,7-und_mehr_Zimmer,8210,K03154
2013,Helmstedt,7-und_mehr_Zimmer,8237,K03154
2014,Helmstedt,7-und_mehr_Zimmer,8277,K03154
2015,Helmstedt,7-und_mehr_Zimmer,8300,K03154
2016,Helmstedt,7-und_mehr_Zimmer,8344,K03154
2017,Helmstedt,7-und_mehr_Zimmer,8371,K03154
2018,Helmstedt,7-und_mehr_Zimmer,8430,K03154
2019,Helmstedt,7-und_mehr_Zimmer,8466,K03154
2011,Northeim,7-und_mehr_Zimmer,15280,K03155
2012,Northeim,7-und_mehr_Zimmer,15315,K03155
2013,Northeim,7-und_mehr_Zimmer,15343,K03155
2014,Northeim,7-und_mehr_Zimmer,15374,K03155
2015,Northeim,7-und_mehr_Zimmer,15399,K03155
2016,Northeim,7-und_mehr_Zimmer,15443,K03155
2017,Northeim,7-und_mehr_Zimmer,15480,K03155
2018,Northeim,7-und_mehr_Zimmer,15534,K03155
2019,Northeim,7-und_mehr_Zimmer,15568,K03155
2011,Peine,7-und_mehr_Zimmer,12356,K03157
2012,Peine,7-und_mehr_Zimmer,12428,K03157
2013,Peine,7-und_mehr_Zimmer,12496,K03157
2014,Peine,7-und_mehr_Zimmer,12567,K03157
2015,Peine,7-und_mehr_Zimmer,12651,K03157
2016,Peine,7-und_mehr_Zimmer,12747,K03157
2017,Peine,7-und_mehr_Zimmer,12866,K03157
2018,Peine,7-und_mehr_Zimmer,12943,K03157
2019,Peine,7-und_mehr_Zimmer,13092,K03157
2011,Wolfenbüttel,7-und_mehr_Zimmer,10850,K03158
2012,Wolfenbüttel,7-und_mehr_Zimmer,10894,K03158
2013,Wolfenbüttel,7-und_mehr_Zimmer,10939,K03158
2014,Wolfenbüttel,7-und_mehr_Zimmer,10966,K03158
2015,Wolfenbüttel,7-und_mehr_Zimmer,11018,K03158
2016,Wolfenbüttel,7-und_mehr_Zimmer,11072,K03158
2017,Wolfenbüttel,7-und_mehr_Zimmer,11123,K03158
2018,Wolfenbüttel,7-und_mehr_Zimmer,11164,K03158
2019,Wolfenbüttel,7-und_mehr_Zimmer,11199,K03158
2011,Göttingen,7-und_mehr_Zimmer,26981,K03159
2012,Göttingen,7-und_mehr_Zimmer,27094,K03159
2013,Göttingen,7-und_mehr_Zimmer,27204,K03159
2014,Göttingen,7-und_mehr_Zimmer,27305,K03159
2015,Göttingen,7-und_mehr_Zimmer,27390,K03159
2016,Göttingen,7-und_mehr_Zimmer,27517,K03159
2017,Göttingen,7-und_mehr_Zimmer,27598,K03159
2018,Göttingen,7-und_mehr_Zimmer,27680,K03159
2019,Göttingen,7-und_mehr_Zimmer,27764,K03159
2011,Hannover,7-und_mehr_Zimmer,151085,K032
2012,Hannover,7-und_mehr_Zimmer,151852,K032
2013,Hannover,7-und_mehr_Zimmer,152553,K032
2014,Hannover,7-und_mehr_Zimmer,153284,K032
2015,Hannover,7-und_mehr_Zimmer,154054,K032
2016,Hannover,7-und_mehr_Zimmer,154752,K032
2017,Hannover,7-und_mehr_Zimmer,155409,K032
2018,Hannover,7-und_mehr_Zimmer,156103,K032
2019,Hannover,7-und_mehr_Zimmer,156792,K032
2011,Hannover Region,7-und_mehr_Zimmer,55439,K03241
2012,Hannover Region,7-und_mehr_Zimmer,55892,K03241
2013,Hannover Region,7-und_mehr_Zimmer,56249,K03241
2014,Hannover Region,7-und_mehr_Zimmer,56648,K03241
2015,Hannover Region,7-und_mehr_Zimmer,57048,K03241
2016,Hannover Region,7-und_mehr_Zimmer,57408,K03241
2017,Hannover Region,7-und_mehr_Zimmer,57714,K03241
2018,Hannover Region,7-und_mehr_Zimmer,58024,K03241
2019,Hannover Region,7-und_mehr_Zimmer,58341,K03241
2011,Hannover Landeshauptstadt,7-und_mehr_Zimmer,13863,K03241001
2012,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14020,K03241001
2013,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14106,K03241001
2014,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14181,K03241001
2015,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14299,K03241001
2016,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14363,K03241001
2017,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14414,K03241001
2018,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14475,K03241001
2019,Hannover Landeshauptstadt,7-und_mehr_Zimmer,14541,K03241001
2011,Diepholz,7-und_mehr_Zimmer,23443,K03251
2012,Diepholz,7-und_mehr_Zimmer,23558,K03251
2013,Diepholz,7-und_mehr_Zimmer,23694,K03251
2014,Diepholz,7-und_mehr_Zimmer,23843,K03251
2015,Diepholz,7-und_mehr_Zimmer,23966,K03251
2016,Diepholz,7-und_mehr_Zimmer,24080,K03251
2017,Diepholz,7-und_mehr_Zimmer,24202,K03251
2018,Diepholz,7-und_mehr_Zimmer,24312,K03251
2019,Diepholz,7-und_mehr_Zimmer,24401,K03251
2011,Hameln-Pyrmont,7-und_mehr_Zimmer,12846,K03252
2012,Hameln-Pyrmont,7-und_mehr_Zimmer,12880,K03252
2013,Hameln-Pyrmont,7-und_mehr_Zimmer,12912,K03252
2014,Hameln-Pyrmont,7-und_mehr_Zimmer,12949,K03252
2015,Hameln-Pyrmont,7-und_mehr_Zimmer,12970,K03252
2016,Hameln-Pyrmont,7-und_mehr_Zimmer,12999,K03252
2017,Hameln-Pyrmont,7-und_mehr_Zimmer,13034,K03252
2018,Hameln-Pyrmont,7-und_mehr_Zimmer,13067,K03252
2019,Hameln-Pyrmont,7-und_mehr_Zimmer,13100,K03252
2011,Hildesheim,7-und_mehr_Zimmer,22430,K03254
2012,Hildesheim,7-und_mehr_Zimmer,22482,K03254
2013,Hildesheim,7-und_mehr_Zimmer,22570,K03254
2014,Hildesheim,7-und_mehr_Zimmer,22628,K03254
2015,Hildesheim,7-und_mehr_Zimmer,22717,K03254
2016,Hildesheim,7-und_mehr_Zimmer,22810,K03254
2017,Hildesheim,7-und_mehr_Zimmer,22884,K03254
2018,Hildesheim,7-und_mehr_Zimmer,22970,K03254
2019,Hildesheim,7-und_mehr_Zimmer,23063,K03254
2011,Holzminden,7-und_mehr_Zimmer,8199,K03255
2012,Holzminden,7-und_mehr_Zimmer,8228,K03255
2013,Holzminden,7-und_mehr_Zimmer,8237,K03255
2014,Holzminden,7-und_mehr_Zimmer,8241,K03255
2015,Holzminden,7-und_mehr_Zimmer,8267,K03255
2016,Holzminden,7-und_mehr_Zimmer,8285,K03255
2017,Holzminden,7-und_mehr_Zimmer,8296,K03255
2018,Holzminden,7-und_mehr_Zimmer,8324,K03255
2019,Holzminden,7-und_mehr_Zimmer,8343,K03255
2011,Nienburg (Weser),7-und_mehr_Zimmer,14057,K03256
2012,Nienburg (Weser),7-und_mehr_Zimmer,14084,K03256
2013,Nienburg (Weser),7-und_mehr_Zimmer,14114,K03256
2014,Nienburg (Weser),7-und_mehr_Zimmer,14145,K03256
2015,Nienburg (Weser),7-und_mehr_Zimmer,14185,K03256
2016,Nienburg (Weser),7-und_mehr_Zimmer,14234,K03256
2017,Nienburg (Weser),7-und_mehr_Zimmer,14276,K03256
2018,Nienburg (Weser),7-und_mehr_Zimmer,14329,K03256
2019,Nienburg (Weser),7-und_mehr_Zimmer,14384,K03256
2011,Schaumburg,7-und_mehr_Zimmer,14671,K03257
2012,Schaumburg,7-und_mehr_Zimmer,14728,K03257
2013,Schaumburg,7-und_mehr_Zimmer,14777,K03257
2014,Schaumburg,7-und_mehr_Zimmer,14830,K03257
2015,Schaumburg,7-und_mehr_Zimmer,14901,K03257
2016,Schaumburg,7-und_mehr_Zimmer,14936,K03257
2017,Schaumburg,7-und_mehr_Zimmer,15003,K03257
2018,Schaumburg,7-und_mehr_Zimmer,15077,K03257
2019,Schaumburg,7-und_mehr_Zimmer,15160,K03257
2011,Lüneburg,7-und_mehr_Zimmer,154691,K033
2012,Lüneburg,7-und_mehr_Zimmer,155463,K033
2013,Lüneburg,7-und_mehr_Zimmer,156484,K033
2014,Lüneburg,7-und_mehr_Zimmer,157516,K033
2015,Lüneburg,7-und_mehr_Zimmer,158539,K033
2016,Lüneburg,7-und_mehr_Zimmer,159725,K033
2017,Lüneburg,7-und_mehr_Zimmer,160659,K033
2018,Lüneburg,7-und_mehr_Zimmer,161537,K033
2019,Lüneburg,7-und_mehr_Zimmer,162455,K033
2011,Celle,7-und_mehr_Zimmer,17177,K03351
2012,Celle,7-und_mehr_Zimmer,17089,K03351
2013,Celle,7-und_mehr_Zimmer,17155,K03351
2014,Celle,7-und_mehr_Zimmer,17259,K03351
2015,Celle,7-und_mehr_Zimmer,17341,K03351
2016,Celle,7-und_mehr_Zimmer,17471,K03351
2017,Celle,7-und_mehr_Zimmer,17552,K03351
2018,Celle,7-und_mehr_Zimmer,17676,K03351
2019,Celle,7-und_mehr_Zimmer,17791,K03351
2011,Cuxhaven,7-und_mehr_Zimmer,18253,K03352
2012,Cuxhaven,7-und_mehr_Zimmer,18359,K03352
2013,Cuxhaven,7-und_mehr_Zimmer,18491,K03352
2014,Cuxhaven,7-und_mehr_Zimmer,18626,K03352
2015,Cuxhaven,7-und_mehr_Zimmer,18748,K03352
2016,Cuxhaven,7-und_mehr_Zimmer,18899,K03352
2017,Cuxhaven,7-und_mehr_Zimmer,19020,K03352
2018,Cuxhaven,7-und_mehr_Zimmer,19127,K03352
2019,Cuxhaven,7-und_mehr_Zimmer,19280,K03352
2011,Harburg,7-und_mehr_Zimmer,17930,K03353
2012,Harburg,7-und_mehr_Zimmer,18082,K03353
2013,Harburg,7-und_mehr_Zimmer,18216,K03353
2014,Harburg,7-und_mehr_Zimmer,18336,K03353
2015,Harburg,7-und_mehr_Zimmer,18455,K03353
2016,Harburg,7-und_mehr_Zimmer,18617,K03353
2017,Harburg,7-und_mehr_Zimmer,18720,K03353
2018,Harburg,7-und_mehr_Zimmer,18806,K03353
2019,Harburg,7-und_mehr_Zimmer,18912,K03353
2011,Lüchow-Dannenberg,7-und_mehr_Zimmer,5882,K03354
2012,Lüchow-Dannenberg,7-und_mehr_Zimmer,5888,K03354
2013,Lüchow-Dannenberg,7-und_mehr_Zimmer,5902,K03354
2014,Lüchow-Dannenberg,7-und_mehr_Zimmer,5923,K03354
2015,Lüchow-Dannenberg,7-und_mehr_Zimmer,5949,K03354
2016,Lüchow-Dannenberg,7-und_mehr_Zimmer,5982,K03354
2017,Lüchow-Dannenberg,7-und_mehr_Zimmer,5993,K03354
2018,Lüchow-Dannenberg,7-und_mehr_Zimmer,6005,K03354
2019,Lüchow-Dannenberg,7-und_mehr_Zimmer,6022,K03354
2011,Lüneburg,7-und_mehr_Zimmer,13111,K03355
2012,Lüneburg,7-und_mehr_Zimmer,13249,K03355
2013,Lüneburg,7-und_mehr_Zimmer,13388,K03355
2014,Lüneburg,7-und_mehr_Zimmer,13483,K03355
2015,Lüneburg,7-und_mehr_Zimmer,13570,K03355
2016,Lüneburg,7-und_mehr_Zimmer,13694,K03355
2017,Lüneburg,7-und_mehr_Zimmer,13804,K03355
2018,Lüneburg,7-und_mehr_Zimmer,13889,K03355
2019,Lüneburg,7-und_mehr_Zimmer,13896,K03355
2011,Osterholz,7-und_mehr_Zimmer,10433,K03356
2012,Osterholz,7-und_mehr_Zimmer,10523,K03356
2013,Osterholz,7-und_mehr_Zimmer,10595,K03356
2014,Osterholz,7-und_mehr_Zimmer,10670,K03356
2015,Osterholz,7-und_mehr_Zimmer,10757,K03356
2016,Osterholz,7-und_mehr_Zimmer,10816,K03356
2017,Osterholz,7-und_mehr_Zimmer,10897,K03356
2018,Osterholz,7-und_mehr_Zimmer,10953,K03356
2019,Osterholz,7-und_mehr_Zimmer,11042,K03356
2011,Rotenburg (Wümme),7-und_mehr_Zimmer,19479,K03357
2012,Rotenburg (Wümme),7-und_mehr_Zimmer,19555,K03357
2013,Rotenburg (Wümme),7-und_mehr_Zimmer,19643,K03357
2014,Rotenburg (Wümme),7-und_mehr_Zimmer,19769,K03357
2015,Rotenburg (Wümme),7-und_mehr_Zimmer,19905,K03357
2016,Rotenburg (Wümme),7-und_mehr_Zimmer,20037,K03357
2017,Rotenburg (Wümme),7-und_mehr_Zimmer,20159,K03357
2018,Rotenburg (Wümme),7-und_mehr_Zimmer,20280,K03357
2019,Rotenburg (Wümme),7-und_mehr_Zimmer,20396,K03357
2011,Heidekreis,7-und_mehr_Zimmer,13363,K03358
2012,Heidekreis,7-und_mehr_Zimmer,13405,K03358
2013,Heidekreis,7-und_mehr_Zimmer,13459,K03358
2014,Heidekreis,7-und_mehr_Zimmer,13539,K03358
2015,Heidekreis,7-und_mehr_Zimmer,13590,K03358
2016,Heidekreis,7-und_mehr_Zimmer,13677,K03358
2017,Heidekreis,7-und_mehr_Zimmer,13741,K03358
2018,Heidekreis,7-und_mehr_Zimmer,13791,K03358
2019,Heidekreis,7-und_mehr_Zimmer,13843,K03358
2011,Stade,7-und_mehr_Zimmer,15763,K03359
2012,Stade,7-und_mehr_Zimmer,15892,K03359
2013,Stade,7-und_mehr_Zimmer,16062,K03359
2014,Stade,7-und_mehr_Zimmer,16189,K03359
2015,Stade,7-und_mehr_Zimmer,16349,K03359
2016,Stade,7-und_mehr_Zimmer,16507,K03359
2017,Stade,7-und_mehr_Zimmer,16636,K03359
2018,Stade,7-und_mehr_Zimmer,16788,K03359
2019,Stade,7-und_mehr_Zimmer,16927,K03359
2011,Uelzen,7-und_mehr_Zimmer,10111,K03360
2012,Uelzen,7-und_mehr_Zimmer,10140,K03360
2013,Uelzen,7-und_mehr_Zimmer,10167,K03360
2014,Uelzen,7-und_mehr_Zimmer,10204,K03360
2015,Uelzen,7-und_mehr_Zimmer,10226,K03360
2016,Uelzen,7-und_mehr_Zimmer,10264,K03360
2017,Uelzen,7-und_mehr_Zimmer,10288,K03360
2018,Uelzen,7-und_mehr_Zimmer,10314,K03360
2019,Uelzen,7-und_mehr_Zimmer,10351,K03360
2011,Verden,7-und_mehr_Zimmer,13189,K03361
2012,Verden,7-und_mehr_Zimmer,13281,K03361
2013,Verden,7-und_mehr_Zimmer,13406,K03361
2014,Verden,7-und_mehr_Zimmer,13518,K03361
2015,Verden,7-und_mehr_Zimmer,13649,K03361
2016,Verden,7-und_mehr_Zimmer,13761,K03361
2017,Verden,7-und_mehr_Zimmer,13849,K03361
2018,Verden,7-und_mehr_Zimmer,13908,K03361
2019,Verden,7-und_mehr_Zimmer,13995,K03361
2011,Weser-Ems,7-und_mehr_Zimmer,268604,K034
2012,Weser-Ems,7-und_mehr_Zimmer,270718,K034
2013,Weser-Ems,7-und_mehr_Zimmer,272850,K034
2014,Weser-Ems,7-und_mehr_Zimmer,275148,K034
2015,Weser-Ems,7-und_mehr_Zimmer,277225,K034
2016,Weser-Ems,7-und_mehr_Zimmer,279416,K034
2017,Weser-Ems,7-und_mehr_Zimmer,281427,K034
2018,Weser-Ems,7-und_mehr_Zimmer,283371,K034
2019,Weser-Ems,7-und_mehr_Zimmer,285354,K034
2011,Delmenhorst.Stadt,7-und_mehr_Zimmer,4534,K03401
2012,Delmenhorst.Stadt,7-und_mehr_Zimmer,4561,K03401
2013,Delmenhorst.Stadt,7-und_mehr_Zimmer,4581,K03401
2014,Delmenhorst.Stadt,7-und_mehr_Zimmer,4606,K03401
2015,Delmenhorst.Stadt,7-und_mehr_Zimmer,4619,K03401
2016,Delmenhorst.Stadt,7-und_mehr_Zimmer,4635,K03401
2017,Delmenhorst.Stadt,7-und_mehr_Zimmer,4648,K03401
2018,Delmenhorst.Stadt,7-und_mehr_Zimmer,4666,K03401
2019,Delmenhorst.Stadt,7-und_mehr_Zimmer,4685,K03401
2011,Emden Stadt,7-und_mehr_Zimmer,2925,K03402
2012,Emden Stadt,7-und_mehr_Zimmer,2934,K03402
2013,Emden Stadt,7-und_mehr_Zimmer,2947,K03402
2014,Emden Stadt,7-und_mehr_Zimmer,2957,K03402
2015,Emden Stadt,7-und_mehr_Zimmer,2964,K03402
2016,Emden Stadt,7-und_mehr_Zimmer,2978,K03402
2017,Emden Stadt,7-und_mehr_Zimmer,2992,K03402
2018,Emden Stadt,7-und_mehr_Zimmer,3009,K03402
2019,Emden Stadt,7-und_mehr_Zimmer,3017,K03402
2011,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10314,K03403
2012,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10423,K03403
2013,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10503,K03403
2014,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10554,K03403
2015,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10602,K03403
2016,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10643,K03403
2017,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10679,K03403
2018,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10745,K03403
2019,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10801,K03403
2011,Osnabrück Stadt,7-und_mehr_Zimmer,7208,K03404
2012,Osnabrück Stadt,7-und_mehr_Zimmer,7294,K03404
2013,Osnabrück Stadt,7-und_mehr_Zimmer,7385,K03404
2014,Osnabrück Stadt,7-und_mehr_Zimmer,7461,K03404
2015,Osnabrück Stadt,7-und_mehr_Zimmer,7520,K03404
2016,Osnabrück Stadt,7-und_mehr_Zimmer,7579,K03404
2017,Osnabrück Stadt,7-und_mehr_Zimmer,7639,K03404
2018,Osnabrück Stadt,7-und_mehr_Zimmer,7671,K03404
2019,Osnabrück Stadt,7-und_mehr_Zimmer,7689,K03404
2011,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3723,K03405
2012,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3735,K03405
2013,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3746,K03405
2014,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3759,K03405
2015,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3771,K03405
2016,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3784,K03405
2017,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3797,K03405
2018,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3829,K03405
2019,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3839,K03405
2011,Ammerland,7-und_mehr_Zimmer,13891,K03451
2012,Ammerland,7-und_mehr_Zimmer,14033,K03451
2013,Ammerland,7-und_mehr_Zimmer,14197,K03451
2014,Ammerland,7-und_mehr_Zimmer,14335,K03451
2015,Ammerland,7-und_mehr_Zimmer,14438,K03451
2016,Ammerland,7-und_mehr_Zimmer,14560,K03451
2017,Ammerland,7-und_mehr_Zimmer,14673,K03451
2018,Ammerland,7-und_mehr_Zimmer,14763,K03451
2019,Ammerland,7-und_mehr_Zimmer,14897,K03451
2011,Aurich,7-und_mehr_Zimmer,22195,K03452
2012,Aurich,7-und_mehr_Zimmer,22293,K03452
2013,Aurich,7-und_mehr_Zimmer,22407,K03452
2014,Aurich,7-und_mehr_Zimmer,22531,K03452
2015,Aurich,7-und_mehr_Zimmer,22623,K03452
2016,Aurich,7-und_mehr_Zimmer,22736,K03452
2017,Aurich,7-und_mehr_Zimmer,22843,K03452
2018,Aurich,7-und_mehr_Zimmer,22926,K03452
2019,Aurich,7-und_mehr_Zimmer,23046,K03452
2011,Cloppenburg,7-und_mehr_Zimmer,23772,K03453
2012,Cloppenburg,7-und_mehr_Zimmer,23997,K03453
2013,Cloppenburg,7-und_mehr_Zimmer,24210,K03453
2014,Cloppenburg,7-und_mehr_Zimmer,24417,K03453
2015,Cloppenburg,7-und_mehr_Zimmer,24597,K03453
2016,Cloppenburg,7-und_mehr_Zimmer,24828,K03453
2017,Cloppenburg,7-und_mehr_Zimmer,25057,K03453
2018,Cloppenburg,7-und_mehr_Zimmer,25243,K03453
2019,Cloppenburg,7-und_mehr_Zimmer,25443,K03453
2011,Emsland,7-und_mehr_Zimmer,47659,K03454
2012,Emsland,7-und_mehr_Zimmer,48133,K03454
2013,Emsland,7-und_mehr_Zimmer,48629,K03454
2014,Emsland,7-und_mehr_Zimmer,49116,K03454
2015,Emsland,7-und_mehr_Zimmer,49604,K03454
2016,Emsland,7-und_mehr_Zimmer,50114,K03454
2017,Emsland,7-und_mehr_Zimmer,50561,K03454
2018,Emsland,7-und_mehr_Zimmer,50958,K03454
2019,Emsland,7-und_mehr_Zimmer,51452,K03454
2011,Friesland,7-und_mehr_Zimmer,10492,K03455
2012,Friesland,7-und_mehr_Zimmer,10542,K03455
2013,Friesland,7-und_mehr_Zimmer,10591,K03455
2014,Friesland,7-und_mehr_Zimmer,10677,K03455
2015,Friesland,7-und_mehr_Zimmer,10753,K03455
2016,Friesland,7-und_mehr_Zimmer,10837,K03455
2017,Friesland,7-und_mehr_Zimmer,10918,K03455
2018,Friesland,7-und_mehr_Zimmer,10987,K03455
2019,Friesland,7-und_mehr_Zimmer,11042,K03455
2011,Grafschaft Bentheim,7-und_mehr_Zimmer,17248,K03456
2012,Grafschaft Bentheim,7-und_mehr_Zimmer,17347,K03456
2013,Grafschaft Bentheim,7-und_mehr_Zimmer,17512,K03456
2014,Grafschaft Bentheim,7-und_mehr_Zimmer,17702,K03456
